corpus,dataset,truefam,reg_random,reg_beta1,reg_matched,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits
tsbad_m,139_CATSv2_id_2_Sensor_tr_5592_1st_5692.,global,0.18269136569442548,0.18648429650533238,0.18648429650533238,0.27363702190238187,0.27363702190238187,0.15634357351302805,0.15634357351302805,0.15634357351302805
oddbench,HumanRobotCollaboration,local,0.48260091451071147,0.0065361836415769314,0.0065361836415769314,0.34593256707892095,0.34593256707892095,0.5994652468882993,0.5994652468882993,0.5994652468882993
oddbench,VoteOutcome,local,0.5780060409687126,0.10555455853759643,0.10555455853759643,0.7911515982901443,0.5098583825981935,0.6142209954765112,0.6142209954765112,0.6142209954765112
oddbench,EmailSpamDetection,global,0.4463747236441782,0.5084255644630384,0.5084255644630384,0.0,0.0,0.3838249600399323,0.3838249600399323,0.3838249600399323
tsbad_m,172_SWaT_id_2_Sensor_tr_23700_1st_23800.,local,0.1697709732564989,0.020767063983704204,0.020767063983704204,0.30751707483499796,0.30751707483499796,0.3055277112581284,0.24188749439347737,0.30751707483499796
ovrbench,SyntheticNumericalBatch,local,0.17815264175971587,0.0,0.0,0.08610112782495732,0.08610112782495732,0.18840647322771517,0.18840647322771517,0.18840647322771517
tsbad_m,092_SVDB_id_9_Medical_tr_2674_1st_2774.c,local,0.14746545539937597,0.0,0.0,0.013822013634354424,0.013822013634354424,0.19759546212191903,0.19759546212191903,0.0854839333311786
ovrbench,Run_or_walk_information,local,0.6059891779782041,0.028169756833845483,0.028169756833845483,0.9015618754888344,0.5060303527104162,0.7703650724570748,0.7703650724570748,0.8626096696210954
tsbad_m,141_CATSv2_id_4_Sensor_tr_41727_1st_4182,global,0.23830784328983345,0.15163815963957028,0.15163815963957028,0.4518951541359205,0.4518951541359205,0.20969377137575296,0.20969377137575296,0.20969377137575296
ovrbench,FinancialTransaction1,global,0.06711434370389151,0.057360732395833156,0.057360732395833156,0.05962259604015961,0.05962259604015961,0.06324888368898715,0.06324888368898715,0.06324888368898715
oddbench,ArtSalesPlatform,global,0.10103339817355489,0.10645741916400711,0.16402741914923888,0.10645741916400711,0.16407870538841068,0.06210222567162882,0.06210222567162882,0.06210222567162882
tsbad_m,103_SVDB_id_20_Medical_tr_12167_1st_1226,local,0.05977344334561879,0.0,0.0,0.045596949682462695,0.045596949682462695,0.07469586710301018,0.07469586710301018,0.07303165235329104
ovrbench,AbstractAnomalyBatch,local,0.6299857817229195,0.8824316690073153,0.8715851259910832,0.8703356990163809,0.8703356990163809,0.8824316690073153,0.9323272932624946,0.9359243512029548
ovrbench,visualizing_soil,global,0.5895050469876636,0.5769539622518834,0.5769539622518834,0.0,0.0,0.5448527464437041,0.5448527464437041,0.5448527464437041
ovrbench,GamingBehavior,local,0.34169070988083494,0.3009563002803129,0.3946529307284655,0.4257380093034006,0.4257380093034006,0.3946529307284655,0.3946529307284655,0.3946529307284655
oddbench,GeneticAnalysis,global,0.08456657645241222,0.05156207522543253,0.05156207522543253,0.09924557412260428,0.09924557412260428,0.09823158709609567,0.09823158709609567,0.11084032220439154
oddbench,AxieInfinityBug,global,0.08816413041665601,0.0797578094790998,0.029552872605733797,0.04393528548376991,0.029552872605733797,0.11662697303090164,0.11662697303090164,0.11662697303090164
oddbench,RealEstateBlockType,global,0.09382073511549732,0.01732044233409953,0.04167847856628333,0.026901463297037922,0.01732044233409953,0.04167847856628333,0.04167847856628333,0.04167847856628333
